AAA,SOLD PRICE,SQFT,BEDS,BATH,PARK,Bay Street,Dufferin Grove,Kensington / China town,Little Portugal,Niagara,Palmerston / Little Italy,Trinity Bellwoods,University,Waterfront
adfgh,700000,700-799,2,2,1,,,,,1,,,,
adfgh,780000,800-899,2,2,1,,,,,1,,,,
adfgh,1415000,1400-1599,1,2,1,,,,,1,,,,
adfgh,1150000,1200-1399,2,2,1,,,,,1,,,,
adfgh,799000,900-999,2,2,1,,,,,1,,,,
adfgh,551000,500-599,1,1,1,,,,,1,,,,
adfgh,786500,800-899,2,2,1,,,,,1,,,,
adfgh,630000,700-799,1,1,1,,,,,1,,,,
adfgh,560000,600-699,1,1,1,,,,,1,,,,
adfgh,955000,1200-1399,3,2,1,,,,,1,,,,
adfgh,642900,800-899,2,2,1,,,,,1,,,,
adfgh,582000,500-599,1,1,0,,,,,1,,,,
adfgh,517000,600-699,1,1,1,,,,,1,,,,
adfgh,679800,700-799,1,1,1,,,,,1,,,,
adfgh,551000,500-599,1,1,0,,,,,1,,,,
adfgh,500000,0-499,1,1,0,,,,,1,,,,
adfgh,380000,500-599,0,1,0,,,,,1,,,,
adfgh,645000,700-799,2,1,1,,,,,1,,,,
adfgh,535000,500-599,1,1,1,,,,,1,,,,
adfgh,746600,900-999,2,2,1,,,,,1,,,,
adfgh,660000,700-799,2,2,0,,,,,1,,,,
adfgh,832000,800-899,2,2,1,,,,,1,,,,
adfgh,555000,500-599,1,1,0,,,,,1,,,,
adfgh,575000,600-699,1,1,1,,,,,1,,,,
adfgh,665000,600-699,1,1,1,,,,,1,,,,
adfgh,557000,500-599,1,2,1,,,,,1,,,,
adfgh,870000,900-999,2,2,1,,,,,1,,,,
adfgh,607500,600-699,1,1,1,,,,,1,,,,
adfgh,615000,700-799,1,1,0,,,,,1,,,,
adfgh,680000,900-999,2,2,1,,,,,1,,,,
adfgh,506800,500-599,1,1,0,,,,,1,,,,
adfgh,565000,600-699,1,1,0,,,,,1,,,,
adfgh,665000,700-799,2,2,1,,,,,1,,,,
adfgh,1200000,2250-2499,3,3,2,,,,,1,,,,
adfgh,665000,700-799,1,2,1,,,,,1,,,,
adfgh,1289900,1800-1999,4,3,1,,,,,1,,,,
adfgh,580000,500-599,0,1,0,,,,,1,,,,
adfgh,1800000,1800-1999,3,3,1,,,,,1,,,,
adfgh,752000,800-899,2,2,1,,,,,1,,,,
adfgh,665000,700-799,2,2,1,,,,,1,,,,
adfgh,1067000,1000-1199,2,2,1,,,,,1,,,,
adfgh,557700,500-599,1,1,1,,,,,1,,,,
adfgh,723000,1400-1599,3,3,1,,,,,1,,,,
adfgh,448000,0-499,1,1,0,,,,,1,,,,
adfgh,850000,1000-1199,2,2,1,,,,,1,,,,
adfgh,760000,800-899,1,1,1,,,,,1,,,,
adfgh,550000,500-599,1,1,0,,,,,1,,,,
adfgh,665188,600-699,1,1,1,,,,,1,,,,
adfgh,450000,0-499,0,1,0,,,,,1,,,,
adfgh,565000,500-599,1,1,0,,,,,1,,,,
adfgh,725000,700-799,2,2,1,,,,,1,,,,
adfgh,572000,500-599,1,1,1,,,,,1,,,,
adfgh,525000,600-699,1,1,1,,,,,1,,,,
adfgh,679000,800-899,2,2,1,,,,,1,,,,
adfgh,650000,600-699,1,2,1,,,,,1,,,,
adfgh,632000,700-799,1,2,1,,,,,1,,,,
adfgh,868000,700-799,1,1,1,,,,,1,,,,
adfgh,382000,0-499,0,1,0,,,,,1,,,,
adfgh,536000,500-599,1,1,0,,,,,1,,,,
adfgh,495000,500-599,1,1,0,,,,,1,,,,
adfgh,610000,600-699,1,1,1,,,,,1,,,,
adfgh,660000,700-799,1,1,1,,,,,1,,,,
adfgh,497000,500-599,1,1,0,,,,,1,,,,
adfgh,1132000,1400-1599,2,2,1,,,,,1,,,,
adfgh,517500,500-599,1,1,0,,,,,1,,,,
adfgh,990000,1200-1399,2,3,1,,,,,1,,,,
adfgh,550000,600-699,2,1,1,,,,,1,,,,
adfgh,789990,800-899,2,2,1,,,,,1,,,,
adfgh,700000,800-899,2,1,1,,,,,1,,,,
adfgh,587500,600-699,1,1,1,,,,,1,,,,
adfgh,675000,800-899,2,2,1,,,,,1,,,,
adfgh,751500,800-899,2,2,1,,,,,1,,,,
adfgh,555000,600-699,1,1,1,,,,,1,,,,
adfgh,608000,600-699,1,1,1,,,,,1,,,,
adfgh,685000,800-899,2,2,1,,,,,1,,,,
adfgh,655000,700-799,1,2,1,,,,,1,,,,
adfgh,530000,500-599,1,1,0,,,,,1,,,,
adfgh,720000,900-999,2,2,1,,,,,1,,,,
adfgh,555000,500-599,1,1,1,,,,,1,,,,
adfgh,595000,600-699,1,1,1,,,,,1,,,,
adfgh,960000,1200-1399,2,3,1,,,,,1,,,,
adfgh,485000,500-599,1,1,0,,,,,1,,,,
adfgh,729999,700-799,2,1,1,,,,,1,,,,
adfgh,780000,800-899,2,2,2,,,,,1,,,,
adfgh,646500,900-999,1,2,1,,,,,1,,,,
adfgh,560000,600-699,1,1,0,,,,,1,,,,
adfgh,615000,600-699,1,1,1,,,,,1,,,,
adfgh,618500,700-799,2,2,0,,,,,1,,,,
adfgh,470000,500-599,1,1,0,,,,,1,,,,
adfgh,1050000,1000-1199,2,2,1,,,,,1,,,,
adfgh,681000,700-799,2,2,1,,,,,1,,,,
adfgh,900000,900-999,2,2,1,,,,,1,,,,
adfgh,810000,1200-1399,2,3,1,,,,,1,,,,
adfgh,948000,1000-1199,2,2,1,,,,,1,,,,
adfgh,1280000,1800-1999,4,3,1,,,,,1,,,,
adfgh,670800,800-899,1,1,1,,,,,1,,,,
adfgh,590500,600-699,1,1,1,,,,,1,,,,
adfgh,600000,700-799,1,1,1,,,,,1,,,,
adfgh,659900,800-899,1,2,1,,,,,1,,,,
adfgh,588000,600-699,1,1,0,,,,,1,,,,
adfgh,649000,900-999,2,2,1,,,,,1,,,,
adfgh,591251,600-699,1,1,1,,,,,1,,,,
adfgh,650000,600-699,1,1,1,,,,,1,,,,
adfgh,532000,500-599,1,1,0,,,,,1,,,,
adfgh,625000,700-799,1,2,1,,,,,1,,,,
adfgh,568000,600-699,1,1,0,,,,,1,,,,
adfgh,550000,500-599,1,1,0,,,,,1,,,,
adfgh,1275000,2000-2249,2,3,1,,,,,1,,,,
adfgh,680000,700-799,2,2,1,,,,,1,,,,
adfgh,570000,600-699,1,1,1,,,,,1,,,,
adfgh,590000,600-699,1,1,1,,,,,1,,,,
adfgh,610000,600-699,2,1,1,,,,,1,,,,
adfgh,672500,600-699,1,1,1,,,,,1,,,,
adfgh,555000,600-699,1,1,1,,,,,1,,,,
adfgh,595000,600-699,1,1,1,,,,,1,,,,
adfgh,705000,800-899,2,2,1,,,,,1,,,,
adfgh,1210000,1200-1399,3,2,1,,,,,1,,,,
adfgh,582000,600-699,1,1,1,,,,,1,,,,
adfgh,950000,1400-1599,3,2,1,,,,,1,,,,
adfgh,795000,800-899,2,2,1,,,,,1,,,,
adfgh,565000,600-699,1,1,1,,,,,1,,,,
adfgh,535000,0-499,1,1,0,,,,,1,,,,
adfgh,570000,500-599,1,1,1,,,,,1,,,,
adfgh,467000,0-499,1,1,0,,,,,1,,,,
adfgh,562500,500-599,1,1,1,,,,,1,,,,
adfgh,610000,700-799,2,2,1,,,,,1,,,,
adfgh,585000,700-799,1,2,0,,,,,1,,,,
adfgh,585000,600-699,1,1,0,,,,,1,,,,
adfgh,915000,1000-1199,2,2,1,,,,,1,,,,
adfgh,475000,0-499,0,1,0,,,,,1,,,,
adfgh,686250,600-699,1,1,1,,,,,1,,,,
adfgh,555000,600-699,1,1,0,,,,,1,,,,
adfgh,740000,1000-1199,2,2,1,,,,,1,,,,
adfgh,672500,700-799,1,2,1,,,,,1,,,,
adfgh,534500,600-699,1,1,1,,,,,1,,,,
adfgh,698000,900-999,2,2,1,,,,,1,,,,
adfgh,1050000,1000-1199,3,2,2,,,,,1,,,,
adfgh,595000,700-799,1,2,1,,,,,1,,,,
adfgh,590000,600-699,1,1,1,,,,,1,,,,
adfgh,785000,1400-1599,3,3,1,,,,,1,,,,
adfgh,745000,800-899,2,2,1,,,,,1,,,,
adfgh,635000,700-799,2,2,1,,,,,1,,,,
adfgh,675000,700-799,1,2,1,,,,,1,,,,
adfgh,419000,0-499,0,1,0,,,,,1,,,,
adfgh,900000,1000-1199,2,2,1,,,,,1,,,,
adfgh,574900,800-899,1,1,1,,,,,1,,,,
adfgh,585000,500-599,1,1,1,,,,,1,,,,
adfgh,1065000,1200-1399,2,3,2,,,,,1,,,,
adfgh,600000,600-699,1,1,1,,,,,1,,,,
adfgh,705000,800-899,2,2,1,,,,,1,,,,
adfgh,967750,1200-1399,3,2,1,,,,,1,,,,
adfgh,540000,700-799,1,1,1,,,,,1,,,,
adfgh,457500,0-499,1,1,0,,,,,1,,,,
adfgh,762000,1000-1199,2,2,2,,,,,1,,,,
adfgh,808000,900-999,2,2,1,,,,,1,,,,
adfgh,667000,600-699,1,1,1,,,,,1,,,,
adfgh,585000,600-699,1,1,1,,,,,1,,,,
adfgh,649000,700-799,1,2,1,,,,,1,,,,
adfgh,510000,600-699,1,1,1,,,,,1,,,,
adfgh,815000,800-899,2,2,1,,,,,1,,,,
adfgh,583000,600-699,1,1,1,,,,,1,,,,
adfgh,688000,700-799,2,1,1,,,,,1,,,,
adfgh,684000,800-899,2,2,1,,,,,1,,,,
adfgh,521800,500-599,1,1,0,,,,,1,,,,
adfgh,559000,500-599,1,1,0,,,,,1,,,,
adfgh,775000,1000-1199,2,2,1,,,,,1,,,,
adfgh,1455000,1400-1599,2,2,1,,,,,1,,,,
adfgh,569000,600-699,1,1,1,,,,,1,,,,
adfgh,498000,500-599,1,1,0,,,,,1,,,,
adfgh,545000,600-699,1,1,1,,,,,1,,,,
adfgh,400000,0-499,0,1,0,,,,,1,,,,
adfgh,508000,0-499,1,1,0,,,,,1,,,,
adfgh,612000,700-799,1,1,1,,,,,1,,,,
adfgh,800000,1000-1199,2,2,1,,,,,1,,,,
adfgh,656250,600-699,1,1,1,,,,,1,,,,
adfgh,590000,600-699,1,1,0,,,,,1,,,,
adfgh,730000,800-899,2,2,0,,,,,1,,,,
adfgh,549000,600-699,1,1,1,,,,,1,,,,
adfgh,550000,500-599,1,1,1,,,,,1,,,,
adfgh,985000,1000-1199,2,2,1,,,,,1,,,,
adfgh,595000,700-799,3,1,0,,,,,1,,,,
adfgh,939000,1200-1399,3,2,2,,,,,1,,,,
adfgh,627000,700-799,1,1,1,,,,,1,,,,
adfgh,515000,600-699,1,1,0,,,,,1,,,,
adfgh,469900,0-499,1,1,0,,,,,1,,,,
adfgh,785000,1000-1199,2,2,1,,,,,1,,,,
adfgh,1925000,2250-2499,2,3,1,,,,,1,,,,
adfgh,1080000,1000-1199,1,1,0,,,,,1,,,,
adfgh,815000,900-999,2,2,2,,,,,1,,,,
adfgh,755000,800-899,2,2,1,,,,,1,,,,
adfgh,780000,900-999,2,2,1,,,,,1,,,,
adfgh,630000,600-699,1,1,1,,,,,1,,,,
adfgh,749500,900-999,2,2,1,,,,,1,,,,
adfgh,645000,600-699,1,2,1,,,,,1,,,,
adfgh,973000,1200-1399,2,2,1,,,,,1,,,,
adfgh,835000,1000-1199,2,2,1,,,,,1,,,,
adfgh,912500,1000-1199,1,2,1,,,,,1,,,,
adfgh,683000,800-899,1,2,1,,,,,1,,,,
adfgh,875000,1000-1199,2,2,1,,,,,1,,,,
adfgh,830000,1000-1199,2,2,1,,,,,1,,,,
adfgh,678000,700-799,1,1,1,,,,,1,,,,
adfgh,580000,600-699,1,1,1,,,,,1,,,,
adfgh,635000,600-699,1,1,1,,,,,1,,,,
adfgh,575000,600-699,1,1,1,,,,,1,,,,
adfgh,655000,800-899,1,2,1,,,,,1,,,,
adfgh,596500,600-699,1,1,1,,,,,1,,,,
adfgh,655000,700-799,2,2,1,,,,,1,,,,
adfgh,535500,500-599,1,1,0,,,,,1,,,,
adfgh,617500,800-899,1,2,1,,,,,1,,,,
adfgh,755000,800-899,2,2,1,,,,,1,,,,
adfgh,721000,700-799,1,2,1,,,,,1,,,,
adfgh,708000,800-899,1,2,1,,,,,1,,,,
adfgh,464000,500-599,0,1,1,,,,,1,,,,
adfgh,755000,900-999,2,2,1,,,,,1,,,,
adfgh,580000,700-799,1,1,1,,,,,1,,,,
adfgh,736000,800-899,2,1,1,,,,,1,,,,
adfgh,615000,800-899,1,2,1,,,,,1,,,,
adfgh,397500,0-499,0,1,0,,,,,1,,,,
adfgh,492000,700-799,1,1,1,,,,,1,,,,
adfgh,650000,700-799,1,2,1,,,,,1,,,,
adfgh,500000,500-599,1,1,0,,,,,1,,,,
adfgh,575100,500-599,1,1,1,,,,,1,,,,
adfgh,910000,1400-1599,3,3,1,,,,,1,,,,
adfgh,513000,0-499,1,1,1,,,,,1,,,,
adfgh,550000,500-599,1,1,1,,,,,1,,,,
adfgh,1179128,1000-1199,2,2,1,,,,,1,,,,
adfgh,750000,600-699,1,1,1,,,,,1,,,,
adfgh,700000,600-699,1,1,1,,,,,1,,,,
adfgh,552500,500-599,1,1,1,,,,,1,,,,
adfgh,525000,500-599,1,1,1,,,,,1,,,,
adfgh,580000,600-699,2,1,0,,,,,1,,,,
adfgh,622027,600-699,1,1,1,,,,,1,,,,
adfgh,648000,600-699,1,2,1,,,,,1,,,,
adfgh,695000,700-799,2,2,1,,,,,1,,,,
adfgh,681000,600-699,1,1,1,,,,,1,,,,
adfgh,590000,500-599,1,1,1,,,,,1,,,,
adfgh,1390000,1200-1399,1,1,1,,,,,1,,,,
adfgh,698000,600-699,1,1,1,,,,,1,,,,
adfgh,898000,1400-1599,3,2,1,,,,,1,,,,
adfgh,703000,800-899,2,2,1,,,,,1,,,,
adfgh,526000,500-599,1,1,1,,,,,1,,,,
adfgh,580000,600-699,1,1,1,,,,,1,,,,
adfgh,735000,900-999,2,2,2,,,,,1,,,,
adfgh,875000,1000-1199,2,2,1,,,,,1,,,,
adfgh,1110000,1400-1599,3,3,2,,,,,1,,,,
adfgh,665000,700-799,1,2,1,,,,,1,,,,
adfgh,739900,700-799,2,2,1,,,,,1,,,,
adfgh,1050000,1000-1199,2,2,2,,,,,1,,,,
adfgh,458000,0-499,0,1,0,,,,,1,,,,
adfgh,520100,500-599,1,1,0,,,,,1,,,,
adfgh,765000,700-799,1,1,1,,,,,1,,,,
adfgh,705500,600-699,1,2,1,,,,,1,,,,
adfgh,1069000,1200-1399,2,2,1,,,,,1,,,,
adfgh,689000,700-799,1,2,1,,,,,1,,,,
adfgh,682000,700-799,1,1,1,,,,,1,,,,
adfgh,765000,800-899,2,2,1,,,,,1,,,,
adfgh,399000,0-499,0,1,0,,,,,1,,,,
adfgh,825000,1400-1599,3,3,1,,,,,1,,,,
adfgh,438000,0-499,0,1,0,,,,,1,,,,
adfgh,545000,500-599,1,1,1,,,,,1,,,,
adfgh,503000,500-599,1,1,0,,,,,1,,,,
adfgh,550000,600-699,1,1,1,,,,,1,,,,
adfgh,676000,700-799,1,1,1,,,,,1,,,,
adfgh,679800,700-799,1,1,1,,,,,1,,,,
adfgh,749900,800-899,1,1,1,,,,,1,,,,
adfgh,550000,600-699,1,1,1,,,,,1,,,,
adfgh,630000,700-799,1,2,1,,,,,1,,,,
adfgh,910000,1000-1199,2,2,1,,,,,1,,,,
adfgh,640000,900-999,2,2,1,,,,,1,,,,
adfgh,975000,1000-1199,2,2,1,,,,,1,,,,
adfgh,545000,500-599,1,1,0,,,,,1,,,,
adfgh,875000,800-899,1,2,1,,,,,1,,,,
adfgh,551000,600-699,1,1,0,,,,,1,,,,
adfgh,527500,600-699,1,1,0,,,,,1,,,,
adfgh,641000,600-699,1,1,1,,,,,1,,,,
adfgh,642000,600-699,1,1,0,,,,,1,,,,
adfgh,830000,900-999,2,2,1,,,,,1,,,,
adfgh,605000,600-699,1,1,1,,,,,1,,,,
adfgh,511000,500-599,1,1,0,,,,,1,,,,
adfgh,875000,900-999,2,2,1,,,,,1,,,,
adfgh,768000,1000-1199,2,2,1,,,,,1,,,,
adfgh,561514,500-599,1,2,0,,,,,1,,,,
adfgh,825000,900-999,2,2,1,,,,,1,,,,
adfgh,545000,500-599,1,1,1,,,,,1,,,,
adfgh,557000,500-599,1,1,1,,,,,1,,,,
adfgh,603000,500-599,1,1,0,,,,,1,,,,
adfgh,1205000,1600-1799,3,4,1,,,,,1,,,,
adfgh,860000,1000-1199,2,2,1,,,,,1,,,,
adfgh,870000,900-999,2,2,1,,,,,1,,,,
adfgh,855000,1000-1199,3,2,1,,,,,1,,,,
adfgh,885000,1200-1399,2,2,1,,,,,1,,,,
adfgh,630000,700-799,1,1,0,,,,,1,,,,
adfgh,733000,700-799,1,2,1,,,,,1,,,,
adfgh,575500,500-599,1,1,0,,,,,1,,,,
adfgh,622500,600-699,1,2,1,,,,,1,,,,
adfgh,1197500,1400-1599,3,2,1,,,,,1,,,,
adfgh,700500,600-699,1,1,1,,,,,1,,,,
adfgh,662000,600-699,1,1,0,,,,,1,,,,
adfgh,610000,600-699,1,1,1,,,,,1,,,,
adfgh,691800,700-799,1,2,1,,,,,1,,,,
adfgh,735000,700-799,1,1,1,,,,,1,,,,
adfgh,686163,700-799,1,1,1,,,,,1,,,,
adfgh,900000,1000-1199,2,2,1,,,,,1,,,,
adfgh,668000,800-899,1,2,1,,,,,1,,,,
adfgh,665000,700-799,2,2,1,,,,,1,,,,
adfgh,730000,800-899,2,2,1,,,,,1,,,,
adfgh,841000,1000-1199,2,2,1,,,,,1,,,,
adfgh,930000,900-999,1,2,1,,,,,1,,,,
adfgh,471500,0-499,1,1,0,,,,,1,,,,
adfgh,533000,500-599,1,1,0,,,,,1,,,,
adfgh,575408,600-699,1,1,1,,,,,1,,,,
adfgh,649900,500-599,1,1,0,,,,,1,,,,
adfgh,690000,700-799,1,2,1,,,,,1,,,,
adfgh,890000,1000-1199,2,2,2,,,,,1,,,,
adfgh,578880,500-599,1,1,1,,,,,1,,,,
adfgh,691000,700-799,2,1,1,,,,,1,,,,
adfgh,760000,700-799,1,2,1,,,,,1,,,,
adfgh,660000,900-999,2,1,1,,,,,1,,,,
adfgh,646000,600-699,1,1,1,,,,,1,,,,
adfgh,688000,700-799,2,2,1,,,,,1,,,,
adfgh,646100,600-699,1,2,1,,,,,1,,,,
adfgh,895000,900-999,2,2,1,,,,,1,,,,
adfgh,950000,1400-1599,2,2,1,,,,,1,,,,
adfgh,680000,900-999,2,2,1,,,,,1,,,,
adfgh,1175000,1400-1599,2,2,2,,,,,1,,,,
adfgh,865000,1000-1199,1,1,1,,,,,1,,,,
adfgh,760000,800-899,2,2,1,,,,,1,,,,
adfgh,568000,600-699,1,1,1,,,,,1,,,,
adfgh,600000,600-699,1,1,1,,,,,1,,,,
adfgh,620000,600-699,1,2,1,,,,,1,,,,
adfgh,608000,600-699,1,1,1,,,,,1,,,,
adfgh,898000,1000-1199,2,2,1,,,,,1,,,,
adfgh,757500,900-999,2,2,1,,,,,1,,,,
adfgh,672500,700-799,1,2,1,,,,,1,,,,
adfgh,741000,600-699,1,1,1,,,,,1,,,,
adfgh,725000,700-799,2,2,1,,,,,1,,,,
adfgh,980000,1200-1399,2,2,2,,,,,1,,,,
adfgh,508000,500-599,1,1,0,,,,,1,,,,
adfgh,648000,700-799,1,1,1,,,,,1,,,,
adfgh,535000,0-499,0,1,0,,,,,1,,,,
adfgh,670000,700-799,1,1,0,,,,,1,,,,
adfgh,794000,1000-1199,2,2,1,,,,,1,,,,
adfgh,772000,800-899,2,2,1,,,,,1,,,,
adfgh,570000,500-599,1,1,1,,,,,1,,,,
adfgh,657500,600-699,1,1,1,,,,,1,,,,
adfgh,685000,700-799,1,1,1,,,,,1,,,,
adfgh,965000,1000-1199,2,2,1,,,,,1,,,,
adfgh,495000,500-599,1,1,0,,,,,1,,,,
adfgh,751316,800-899,2,2,1,,,,,1,,,,
adfgh,640000,600-699,1,1,0,,,,,1,,,,
adfgh,570000,600-699,2,1,0,,,,,1,,,,
adfgh,610000,600-699,1,1,1,,,,,1,,,,
adfgh,650000,700-799,1,1,1,,,,,1,,,,
adfgh,617000,700-799,1,1,0,,,,,1,,,,
adfgh,795000,700-799,1,1,1,,,,,1,,,,
adfgh,760000,1000-1199,2,2,2,,,,,1,,,,
adfgh,488500,0-499,1,1,0,,,,,1,,,,
adfgh,550000,600-699,1,1,0,,,,,1,,,,
adfgh,671000,700-799,1,1,1,,,,,1,,,,
adfgh,645000,700-799,1,1,1,,,,,1,,,,
adfgh,612000,600-699,1,1,1,,,,,1,,,,
adfgh,545000,0-499,1,1,0,,,,,1,,,,
adfgh,835000,1400-1599,3,2,1,,,,,1,,,,
adfgh,551000,500-599,1,1,1,,,,,1,,,,
adfgh,590000,500-599,1,2,1,,,,,1,,,,
adfgh,995000,900-999,2,2,1,,,,,1,,,,
adfgh,915000,1000-1199,2,2,1,,,,,1,,,,
adfgh,790000,900-999,2,2,1,,,,,1,,,,
adfgh,592500,600-699,1,1,1,,,,,1,,,,
adfgh,520000,500-599,1,1,0,,,,,1,,,,
adfgh,1160000,1200-1399,3,2,1,,,,,1,,,,
adfgh,625000,600-699,1,1,1,,,,,1,,,,
adfgh,865000,1000-1199,3,2,1,,,,,1,,,,
adfgh,530000,700-799,1,1,1,,,,,1,,,,
adfgh,852000,1200-1399,2,3,1,,,,,1,,,,
adfgh,607000,500-599,1,1,1,,,,,1,,,,
adfgh,621000,600-699,1,1,1,,,,,1,,,,
adfgh,720000,700-799,2,2,1,,,,,1,,,,
adfgh,524900,500-599,1,1,1,,,,,1,,,,
adfgh,1000000,1400-1599,2,2,1,,,,,1,,,,
adfgh,881000,1000-1199,3,2,1,,,,,1,,,,
adfgh,631000,800-899,1,2,1,,,,,1,,,,
adfgh,562500,0-499,1,1,0,,,,,1,,,,
adfgh,795000,1000-1199,3,2,1,,,,,1,,,,
adfgh,882000,900-999,2,2,1,,,,,1,,,,
adfgh,570000,600-699,1,1,1,,,,,1,,,,
adfgh,717500,800-899,2,2,0,,,,,1,,,,
adfgh,492500,0-499,1,1,1,,,,,1,,,,
adfgh,780000,600-699,1,1,1,,,,,1,,,,
adfgh,575000,600-699,2,1,0,,,,,1,,,,
adfgh,570000,500-599,1,1,0,,,,,1,,,,
adfgh,1200000,1400-1599,1,2,1,,,,,1,,,,
adfgh,975000,1200-1399,2,2,1,,,,,1,,,,
adfgh,600000,600-699,1,1,0,,,,,1,,,,
adfgh,630000,700-799,1,1,1,,,,,1,,,,
adfgh,910000,1200-1399,3,2,1,,,,,1,,,,
adfgh,470000,500-599,1,1,0,,,,,1,,,,
adfgh,575000,500-599,1,1,1,,,,,1,,,,
adfgh,548000,500-599,1,1,0,,,,,1,,,,
adfgh,721000,800-899,1,2,1,,,,,1,,,,
adfgh,680757,800-899,2,2,0,,,,,1,,,,
adfgh,820000,800-899,1,2,0,,,,,1,,,,
adfgh,770000,800-899,2,2,1,,,,,1,,,,
adfgh,552500,500-599,1,1,0,,,,,1,,,,
adfgh,665000,600-699,1,1,0,,,,,1,,,,
adfgh,885990,1000-1199,2,2,1,,,,,1,,,,
adfgh,835500,1000-1199,2,2,1,,,,,1,,,,
adfgh,745000,700-799,2,1,1,,,,,1,,,,
adfgh,926000,1000-1199,1,2,1,,,,,1,,,,
adfgh,980000,1200-1399,2,2,1,,,,,1,,,,
adfgh,652000,600-699,1,2,1,,,,,1,,,,
adfgh,730250,700-799,2,2,1,,,,,1,,,,
adfgh,625000,700-799,1,1,1,,,,,1,,,,
adfgh,800000,800-899,2,2,1,,,,,1,,,,
adfgh,808000,900-999,2,2,1,,,,,1,,,,
adfgh,631000,800-899,1,1,0,,,,,1,,,,
adfgh,1049900,1000-1199,2,2,1,,,,,1,,,,
adfgh,758000,900-999,2,2,1,,,,,1,,,,
adfgh,980000,1000-1199,1,1,1,,,,,1,,,,
adfgh,820000,800-899,1,2,1,,,,,1,,,,
adfgh,780000,800-899,2,2,1,,,,,1,,,,
adfgh,625000,700-799,1,2,1,,,,,1,,,,
adfgh,598000,600-699,1,1,1,,,,,1,,,,
adfgh,614350,600-699,1,2,0,,,,,1,,,,
adfgh,785000,900-999,2,2,1,,,,,1,,,,
adfgh,564900,800-899,1,1,0,,,,,1,,,,
adfgh,1125000,1200-1399,2,2,2,,,,,1,,,,
adfgh,595000,600-699,1,1,1,,,,,1,,,,
adfgh,653000,600-699,1,2,1,,,,,1,,,,
adfgh,1031650,800-899,2,2,1,,,,,1,,,,
adfgh,610000,600-699,1,1,0,,,,,1,,,,
adfgh,860000,700-799,2,2,1,,,,,1,,,,
adfgh,520000,600-699,1,1,0,,,,,1,,,,
adfgh,541000,600-699,1,1,0,,,,,1,,,,
adfgh,668000,600-699,1,2,1,,,,,1,,,,
adfgh,567000,600-699,1,1,1,,,,,1,,,,
adfgh,565500,500-599,1,1,0,,,,,1,,,,
adfgh,822000,700-799,1,2,1,,,,,1,,,,
adfgh,665000,700-799,1,2,1,,,,,1,,,,
adfgh,750000,600-699,1,1,0,,,,,1,,,,
adfgh,725000,800-899,2,1,1,,,,,1,,,,
adfgh,850000,900-999,2,2,1,,,,,1,,,,
adfgh,615000,500-599,1,2,1,,,,,1,,,,
adfgh,422000,0-499,0,1,0,,,,,1,,,,
adfgh,525000,0-499,1,1,0,,,,,1,,,,
adfgh,1042000,1000-1199,2,2,0,,,,,1,,,,
adfgh,722000,500-599,1,1,1,,,,,1,,,,
adfgh,760000,600-699,1,2,2,,,,,1,,,,
adfgh,635000,700-799,1,1,1,,,,,1,,,,
adfgh,630100,700-799,1,1,0,,,,,1,,,,
adfgh,1000000,1000-1199,2,2,1,,,,,1,,,,
adfgh,627500,600-699,1,1,1,,,,,1,,,,
adfgh,558000,500-599,1,1,0,,,,,1,,,,
adfgh,560000,600-699,1,1,0,,,,,1,,,,
adfgh,715000,1000-1199,3,2,1,,,,,1,,,,
adfgh,565000,600-699,1,1,1,,,,,1,,,,
adfgh,875000,900-999,2,2,1,,,,,1,,,,
adfgh,528000,600-699,1,1,0,,,,,1,,,,
adfgh,715000,700-799,1,1,1,,,,,1,,,,
adfgh,2780000,3000-3249,4,4,4,,,,,1,,,,
adfgh,605000,500-599,1,1,0,,,,,1,,,,
adfgh,620000,600-699,1,1,1,,,,,1,,,,
adfgh,730000,700-799,1,1,,,,,,,1,,,
adfgh,1235000,1000-1199,2,2,1,,,,,,1,,,
adfgh,602100,700-799,1,1,0,,,,,,1,,,
adfgh,999000,1000-1199,2,2,0,,,,,,1,,,
adfgh,1680000,1600-1799,2,3,1,,,,,,1,,,
adfgh,680000,900-999,1,2,1,,,,,,1,,,
adfgh,605500,700-799,1,1,1,,,,,,1,,,
adfgh,691100,900-999,1,1,1,,,,,,1,,,
adfgh,503000,500-599,1,1,0,,,,,,1,,,
adfgh,625000,600-699,1,1,0,,,,,,1,,,
adfgh,778000,900-999,2,2,1,,,,,,1,,,
adfgh,730000,1000-1199,2,2,1,,,,,,1,,,
adfgh,640000,800-899,1,2,1,,,,,,1,,,
adfgh,1255000,1000-1199,2,2,1,,,,,,1,,,
adfgh,538000,500-599,1,1,1,,,,,,1,,,
adfgh,1075000,1200-1399,2,2,1,,,,,,1,,,
adfgh,568000,500-599,1,1,1,,,,,,1,,,
adfgh,3820000,2750-2999,3,3,1,,,,,,1,,,
adfgh,585000,600-699,1,1,,,,,,,,1,,
adfgh,625000,600-699,1,1,,,,,,,,1,,
adfgh,950000,800-899,2,2,,,,,,,,1,,
adfgh,959300,800-899,2,2,,,,,,,,1,,
adfgh,780000,900-999,2,2,1,,,,,,,1,,
adfgh,1510000,2000-2249,3,3,2,,,,,,,1,,
adfgh,904000,1000-1199,2,2,1,,,,,,,1,,
adfgh,775000,700-799,1,1,1,,,,,,,1,,
